Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Player,Position
2024-2025,23,Fiorentina,it ITA,1. Serie A,4th,6,1,165,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4,6,3,0.55,0.00,0.55,0.55,0.55,0.08,0.00,0.08,0.08,0.08,Fabiano Parisi,DF
2016-2017,18,1860 Munich,de GER,2. 2. Bundesliga,16th,6,6,540,6.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marin Pongračić,DF
2017-2018,19,RB Salzburg,at AUT,1. Bundesliga,1st,16,14,1311,14.6,0,0,0,0,0,0,5,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marin Pongračić,DF
2018-2019,20,RB Salzburg,at AUT,1. Bundesliga,1st,14,13,1189,13.2,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marin Pongračić,DF
2019-2020,21,RB Salzburg,at AUT,1. Bundesliga,1st,5,4,388,4.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Marin Pongračić,DF
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,11,11,928,10.3,2,0,2,2,0,0,4,1,0.5,0.5,0.0,0.5,10,48,0,0.19,0.00,0.19,0.19,0.19,0.04,0.00,0.04,0.04,0.04,Marin Pongračić,DF
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,10,7,575,6.4,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,20,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Marin Pongračić,DF
2021-2022,23,Wolfsburg,de GER,1. Bundesliga,12th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marin Pongračić,DF
2021-2022,23,Dortmund,de GER,1. Bundesliga,2nd,17,9,827,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marin Pongračić,DF
2022-2023,24,Lecce,it ITA,1. Serie A,16th,9,9,790,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Marin Pongračić,DF
2023-2024,25,Lecce,it ITA,1. Serie A,14th,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45,134,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Marin Pongračić,DF
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,3,1,102,1.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Marin Pongračić,DF
2012-2013,17,Příbram,cz CZE,1. First League,11th,1,0,7,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Antonín Barák,MF
2015-2016,20,Příbram,cz CZE,1. First League,14th,12,8,766,8.5,3,1,4,3,0,0,2,0,,,,,,,,0.35,0.12,0.47,0.35,0.47,,,,,,Antonín Barák,MF
2015-2016,20,Slavia Prague,cz CZE,1. First League,5th,9,6,548,6.1,4,0,4,4,0,0,1,0,,,,,,,,0.66,0.00,0.66,0.66,0.66,,,,,,Antonín Barák,MF
2016-2017,21,Slavia Prague,cz CZE,1. First League,1st,25,18,1619,18.0,4,5,9,3,1,1,5,0,,,,,,,,0.22,0.28,0.50,0.17,0.44,,,,,,Antonín Barák,MF
2017-2018,22,Udinese,it ITA,1. Serie A,14th,34,31,2713,30.1,7,3,10,7,0,0,5,0,2.8,2.8,3.3,6.1,67,161,127,0.23,0.10,0.33,0.23,0.33,0.09,0.11,0.20,0.09,0.20,Antonín Barák,MF
2018-2019,23,Udinese,it ITA,1. Serie A,12th,8,4,329,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,11,11,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Antonín Barák,MF
2019-2020,24,Udinese,it ITA,1. Serie A,13th,8,1,194,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,11,12,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Antonín Barák,MF
2019-2020,24,Lecce,it ITA,1. Serie A,18th,16,15,1369,15.2,2,1,3,2,0,0,0,0,3.9,3.9,1.6,5.5,44,81,66,0.13,0.07,0.20,0.13,0.20,0.25,0.11,0.36,0.25,0.36,Antonín Barák,MF
2020-2021,25,Hellas Verona,it ITA,1. Serie A,10th,34,32,2765,30.7,7,3,10,7,0,0,5,1,6.8,6.8,2.2,9.1,64,147,101,0.23,0.10,0.33,0.23,0.33,0.22,0.07,0.30,0.22,0.30,Antonín Barák,MF
2021-2022,26,Hellas Verona,it ITA,1. Serie A,9th,29,27,2340,26.0,11,4,15,7,4,4,4,0,8.9,5.7,2.7,8.4,68,147,124,0.42,0.15,0.58,0.27,0.42,0.34,0.10,0.44,0.22,0.32,Antonín Barák,MF
2022-2023,27,Hellas Verona,it ITA,1. Serie A,18th,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Antonín Barák,MF
2022-2023,27,Fiorentina,it ITA,1. Serie A,8th,30,21,1799,20.0,2,0,2,2,0,0,4,0,2.6,2.6,1.6,4.1,45,82,93,0.10,0.00,0.10,0.10,0.10,0.13,0.08,0.21,0.13,0.21,Antonín Barák,MF
2023-2024,28,Fiorentina,it ITA,1. Serie A,8th,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17,33,64,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,Antonín Barák,MF
2024-2025,29,Fiorentina,it ITA,1. Serie A,4th,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.00,0.00,0.00,0.00,0.00,0.13,0.47,0.60,0.13,0.60,Antonín Barák,MF
2024-2025,29,Kasımpaşa,tr TUR,1. Süper Lig,14th,10,5,406,4.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Antonín Barák,MF
2022-2023,18,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Kayode,"DF,FW"
2023-2024,19,Fiorentina,it ITA,1. Serie A,8th,26,22,2058.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,45.0,80.0,102.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,Michael Kayode,"DF,FW"
2024-2025,20,Fiorentina,it ITA,1. Serie A,4th,4,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.45,0.7,0.25,0.7,Michael Kayode,"DF,FW"
2020-2021,17,Fiorentina,it ITA,1. Serie A,13th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Bianco,MF
2021-2022,18,Fiorentina,it ITA,1. Serie A,7th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Bianco,MF
2022-2023,19,Fiorentina,it ITA,1. Serie A,8th,7,2,153,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,9,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Alessandro Bianco,MF
2023-2024,20,Reggiana,it ITA,2. Serie B,11th,35,35,3011,33.5,2,1,3,2,0,0,15,0,1.3,1.3,2.3,3.6,76,212,45,0.06,0.03,0.09,0.06,0.09,0.04,0.07,0.11,0.04,0.11,Alessandro Bianco,MF
2024-2025,21,Monza,it ITA,1. Serie A,19th,12,9,831,9.2,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,16,48,9,0.11,0.00,0.11,0.11,0.11,0.09,0.04,0.13,0.09,0.13,Alessandro Bianco,MF
2024-2025,21,Fiorentina,it ITA,1. Serie A,4th,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Alessandro Bianco,MF
2024-2025,17,Fiorentina,it ITA,1. Serie A,4th,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,Tommaso Rubino,MF
2015-2016,17,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,8,1,285,3.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Wolfsburg,de GER,1. Bundesliga,16th,4,0,80,0.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Josip Brekalo,"FW,MF"
2016-2017,18,Stuttgart,de GER,2. 2. Bundesliga,1st,11,7,585,6.5,1,1,2,1,0,0,0,0,,,,,,,,0.15,0.15,0.31,0.15,0.31,,,,,,Josip Brekalo,"FW,MF"
2017-2018,19,Stuttgart,de GER,1. Bundesliga,7th,14,7,726,8.1,1,1,2,1,0,0,1,0,1.1,1.1,1.2,2.2,29,21,62,0.12,0.12,0.25,0.12,0.25,0.13,0.15,0.28,0.13,0.28,Josip Brekalo,"FW,MF"
2017-2018,19,Wolfsburg,de GER,1. Bundesliga,16th,13,10,869,9.7,3,2,5,3,0,0,2,0,1.7,1.6,1.2,2.8,31,32,72,0.31,0.21,0.52,0.31,0.52,0.18,0.14,0.31,0.17,0.31,Josip Brekalo,"FW,MF"
2018-2019,20,Wolfsburg,de GER,1. Bundesliga,6th,25,15,1415,15.7,3,3,6,3,0,0,2,0,2.3,2.3,1.4,3.7,72,78,111,0.19,0.19,0.38,0.19,0.38,0.14,0.09,0.23,0.14,0.23,Josip Brekalo,"FW,MF"
2019-2020,21,Wolfsburg,de GER,1. Bundesliga,7th,30,19,1670,18.6,3,4,7,3,0,0,0,0,3.8,3.8,5.8,9.7,82,89,146,0.16,0.22,0.38,0.16,0.38,0.21,0.31,0.52,0.21,0.52,Josip Brekalo,"FW,MF"
2020-2021,22,Wolfsburg,de GER,1. Bundesliga,4th,29,22,1814,20.2,7,3,10,7,0,0,1,0,3.6,3.6,3.8,7.4,69,82,155,0.35,0.15,0.50,0.35,0.50,0.18,0.19,0.37,0.18,0.37,Josip Brekalo,"FW,MF"
2021-2022,23,Torino,it ITA,1. Serie A,10th,32,26,2286,25.4,7,2,9,7,0,0,1,0,4.3,4.3,5.5,9.9,78,105,186,0.28,0.08,0.35,0.28,0.35,0.17,0.22,0.39,0.17,0.39,Josip Brekalo,"FW,MF"
2021-2022,23,Wolfsburg,de GER,1. Bundesliga,12th,1,0,21,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,3,0.00,4.29,4.29,0.00,4.29,0.00,1.50,1.50,0.00,1.50,Josip Brekalo,"FW,MF"
2022-2023,24,Wolfsburg,de GER,1. Bundesliga,8th,6,3,271,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,9,13,17,0.00,0.33,0.33,0.00,0.33,0.03,0.14,0.17,0.03,0.17,Josip Brekalo,"FW,MF"
2022-2023,24,Fiorentina,it ITA,1. Serie A,8th,6,1,229,2.5,0,0,0,0,0,0,1,0,0.7,0.7,0.5,1.2,11,18,31,0.00,0.00,0.00,0.00,0.00,0.26,0.20,0.46,0.26,0.46,Josip Brekalo,"FW,MF"
2023-2024,25,Hajduk Split,hr CRO,1. HNL,3rd,14,12,1088,12.1,2,8,10,2,0,0,0,0,,,,,,,,0.17,0.66,0.83,0.17,0.83,,,,,,Josip Brekalo,"FW,MF"
2023-2024,25,Fiorentina,it ITA,1. Serie A,8th,11,8,652,7.2,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,14,25,69,0.14,0.00,0.14,0.14,0.14,0.06,0.04,0.10,0.06,0.10,Josip Brekalo,"FW,MF"
2024-2025,26,Fiorentina,it ITA,1. Serie A,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josip Brekalo,"FW,MF"
2024-2025,26,Kasımpaşa,tr TUR,1. Süper Lig,14th,8,5,443,4.9,1,1,2,1,0,0,0,1,,,,,,,,0.20,0.20,0.41,0.20,0.41,,,,,,Josip Brekalo,"FW,MF"
2023-2024,17,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niccolò Fortini,MF
2024-2025,18,Fiorentina,it ITA,1. Serie A,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niccolò Fortini,MF
2024-2025,18,Juve Stabia,it ITA,2. Serie B,7th,9,7,566,6.3,0,2,2,0,0,0,1,0,0.3,0.3,0.8,1.1,16,15,41,0.00,0.32,0.32,0.00,0.32,0.05,0.13,0.18,0.05,0.18,Niccolò Fortini,MF
2023-2024,20,Fiorentina,it ITA,1. Serie A,8th,6,0,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,7,4,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Gino Infantino,MF
2024-2025,21,Fiorentina,it ITA,1. Serie A,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gino Infantino,MF
2022-2023,16,Fiorentina,it ITA,1. Serie A,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommaso Martinelli,GK
2023-2024,17,Fiorentina,it ITA,1. Serie A,8th,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommaso Martinelli,GK
2024-2025,18,Fiorentina,it ITA,1. Serie A,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommaso Martinelli,GK
2024-2025,20,Fiorentina,it ITA,1. Serie A,4th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matias Moreno,DF
